7721,11,146
7722,12,144
7723,13,144
7724,14,111
7725,15,112
7726,16,136
7727,17,121
7728,18,119
7729,19,114
7730,20,119
7731,21,114
7732,22,121
7733,23,115
7734,24,115
7735,25,113
7736,26,124
7737,27,130
7738,28,131
7739,29,127
7740,30,128
7741,31,128
7742,32,127
7743,33,131
7744,34,130
7745,35,150
7746,36,120
7747,37,128
7748,38,143
7749,39,127
7750,40,143
7751,41,150
7752,42,119
7753,43,119
7754,44,128
7755,45,126
7756,46,144
7757,47,146
7758,48,126
7759,49,145
7760,50,145
7761,51,128
7762,52,146
7763,53,144
7764,54,114
7765,55,102
7766,56,102
7767,57,117
7768,58,114
7769,59,117
7770,60,115
7771,61,113
7772,62,113
7773,63,119
7774,64,125
7775,65,125
7776,66,113
7777,67,120
7778,68,115
7779,69,142
7780,70,135
7781,71,135
7782,72,142
7783,73,140
7784,74,137
7785,75,136
7786,76,140
7787,77,136
7788,78,140
7789,79,137
7790,80,119
7791,81,133
7792,82,124
7793,83,124
7794,84,131
7795,85,110
7796,86,133
7797,87,123
7798,88,121
7799,89,120
7800,90,103
7801,91,131
7802,92,104
7803,93,140
7804,94,137
7805,95,103
7806,96,136
7807,97,127
7808,98,104
7809,99,128
7810,100,143
7811,101,130
7812,102,110
7813,103,105
7814,104,132
7815,105,106
7816,106,111
7817,107,109
7818,108,119
7819,109,120
7820,110,121
7821,111,123
7822,112,108
7823,113,124
7824,114,128
7825,115,127
7826,116,130
7827,117,132
7828,118,143
7829,119,106
7830,120,105
7831,121,111
7832,122,109
7833,123,108
7834,124,132
7835,125,130
7836,126,119
7837,127,117
7838,128,120
7839,129,115
7840,130,118
7841,131,118
7842,132,120
7843,133,119
7844,134,115
7845,135,117
7846,136,140
7847,137,142
7848,138,143
7849,139,144
7850,140,144
7851,141,140
7852,142,143
7853,143,142
7854,144,105
7855,145,137
7856,146,149
7857,147,102
7858,148,103
7859,149,125
7860,150,125
7861,151,140
7862,152,143
7863,153,144
7864,154,142
7865,155,149
7866,156,137
7867,157,103
7868,158,102
7869,159,105
7870,160,125
7871,161,137
7872,162,102
7873,163,103
7874,164,105
7875,165,149
7876,166,125
7877,167,112
7878,168,124
7879,169,119
7880,170,111
7881,171,111
7882,172,129
7883,173,119
7884,174,124
7885,175,123
7886,176,128
7887,177,128
7888,178,129
7889,179,117
7890,180,127
7891,181,124
7892,182,123
7893,183,148
7894,184,124
7895,185,148
7896,186,100
7897,187,122
7898,188,103
7899,189,103
7900,190,122
7901,191,149
7902,192,118
7903,193,149
