116.403874,39.914885,3.5
116.407874,39.917885,2.1
116.398874,39.909885,5.0
116.410874,39.920885,1.8
116.395874,39.906885,4.2
116.405874,39.916885,2.7
116.392874,39.903885,3.9
116.413874,39.923885,2.3
116.400874,39.911885,4.5
116.390874,39.901885,3.1
116.416874,39.926885,2.9
116.387874,39.898885,4.8
116.402874,39.913885,3.3
116.409874,39.919885,2.5
116.397874,39.908885,4.1
116.412874,39.922885,1.9
116.394874,39.905885,3.7
116.406874,39.915885,2.2
116.391874,39.902885,4.3
116.415874,39.925885,3.0
116.389874,39.899885,4.7
116.401874,39.912885,3.4
116.408874,39.918885,2.4
116.396874,39.907885,4.0
116.411874,39.921885,1.7
116.393874,39.904885,3.8
116.404874,39.914885,2.6
116.390874,39.900885,4.4
116.414874,39.924885,3.2
116.388874,39.897885,4.9
116.403974,39.914985,3.6
116.407974,39.917985,2.0
116.398974,39.909985,5.1
116.410974,39.920985,1.6
116.395974,39.906985,4.3
116.405974,39.916985,2.8
116.392974,39.903985,4.0
116.413974,39.923985,2.4
116.400974,39.911985,4.6
116.390974,39.901985,3.2
116.416974,39.926985,3.0
116.387974,39.898985,4.9
116.402974,39.913985,3.5
116.409974,39.919985,2.6
116.397974,39.908985,4.2
116.412974,39.922985,2.0
116.394974,39.905985,3.8
116.406974,39.915985,2.3
116.391974,39.902985,4.4
116.415974,39.925985,3.1
116.389974,39.899985,4.8
116.401974,39.912985,3.6
116.408974,39.918985,2.5
116.396974,39.907985,4.1
116.411974,39.921985,1.8
116.393974,39.904985,3.9
116.404974,39.914985,2.7
116.390974,39.900985,4.5
116.414974,39.924985,3.3
116.388974,39.897985,5.0
116.403574,39.914585,3.4
116.407574,39.917585,2.2
116.398574,39.909585,4.7
116.410574,39.920585,1.9
116.395574,39.906585,4.0
116.405574,39.916585,2.5
116.392574,39.903585,3.6
116.413574,39.923585,2.1
116.400574,39.911585,4.2
116.390574,39.901585,3.0
116.416574,39.926585,2.8
116.387574,39.898585,4.5
116.402574,39.913585,3.2
116.409574,39.919585,2.3
116.397574,39.908585,3.8
116.412574,39.922585,1.7
116.394574,39.905585,3.5
116.406574,39.915585,2.0
116.391574,39.902585,4.1
116.415574,39.925585,2.9
116.389574,39.899585,4.3
116.401574,39.912585,3.3
116.408574,39.918585,2.4
116.396574,39.907585,3.9
116.411574,39.921585,1.6
116.393574,39.904585,3.7
116.404574,39.914585,2.6
116.390574,39.900585,4.4
116.414574,39.924585,3.1
116.388574,39.897585,4.8
116.403274,39.914285,3.5
116.407274,39.917285,2.1
116.398274,39.909285,4.6
116.410274,39.920285,1.8
116.395274,39.906285,4.1
116.405274,39.916285,2.4
116.392274,39.903285,3.8
116.413274,39.923285,2.2
116.400274,39.911285,4.3
116.390274,39.901285,3.1
